,Incident number,Date and time,Location,Duration,Attending Stations/Brigades,Result,Day
46,F3898173,19/01/2024 11:11:52,WHITIANGA THAMES-COROMANDEL DISTRICT,00:00:00,Whitianga,7100: FALSE ALARM (STRU),Friday
47,F3898174,19/01/2024 11:15:27,MANGAWHAI KAIPARA DISTRICT,00:16:59,Mangawhai,7100: FALSE ALARM (STRU),Friday
48,F3898177,19/01/2024 11:21:34,AUCKLAND CENTRAL AUCKLAND,00:00:00,"Auckland City, Parnell",7100: FALSE ALARM (SPRNKLR),Friday
49,F3898179,19/01/2024 11:23:13,GREY LYNN AUCKLAND,00:00:00,"Grey Lynn, Auckland City",7100: FALSE ALARM (STRU),Friday
50,F3898181,19/01/2024 11:27:50,TUTUKAKA WHANGAREI DISTRICT,00:00:00,Ngunguru,9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MVC),Friday
51,F3898191,19/01/2024 11:35:19,TE AROHA MATAMATA-PIAKO DISTRICT,00:19:38,Te Aroha,7100: FALSE ALARM (MIN),Friday
52,F3898193,19/01/2024 11:38:07,PAPAKURA AUCKLAND,00:00:00,Papakura,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)",Friday
53,F3898204,19/01/2024 11:56:46,AUCKLAND CENTRAL AUCKLAND,00:13:48,"Auckland City, Parnell",7100: FALSE ALARM (SPRNKLR),Friday
54,F3898212,19/01/2024 12:02:13,BUCKLANDS BEACH AUCKLAND,00:00:00,Howick,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)",Friday
55,F3898222,19/01/2024 12:17:18,MOUNT MAUNGANUI TAURANGA CITY,00:19:20,Mount Maunganui,7100: FALSE ALARM (STRU),Friday
56,F3898227,19/01/2024 12:28:17,KUMEU AUCKLAND,00:21:21,"West Harbour, Kumeu","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCHEVY)",Friday
57,F3898229,19/01/2024 12:29:52,CAPE RUNAWAY OPOTIKI DISTRICT,00:22:11,Waihau Bay,7100: FALSE ALARM (SPRNKLR),Friday
58,F3898233,19/01/2024 12:32:04,AUCKLAND CENTRAL AUCKLAND,00:14:57,"Auckland City, Parnell",7100: FALSE ALARM (STRU),Friday
59,F3898239,19/01/2024 12:45:47,AUCKLAND CENTRAL AUCKLAND,00:24:32,"Parnell, Auckland City",7100: FALSE ALARM (SPRNKLR),Friday
60,F3898272,19/01/2024 13:26:51,EAST TAMAKI AUCKLAND,00:00:00,Otara,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)",Friday
61,F3898274,19/01/2024 13:30:07,HENDERSON AUCKLAND,00:17:13,"Henderson, Te Atatu",7100: FALSE ALARM (SPRNKLR),Friday
62,F3898280,19/01/2024 13:37:59,AVONDALE AUCKLAND,00:31:01,Avondale,1200: MOBILE PROPERTY FIRE (MIN),Friday
63,F3898284,19/01/2024 13:39:31,GRAFTON AUCKLAND,00:14:51,"Auckland City, Parnell",7100: FALSE ALARM (SPRNKLR),Friday
64,F3898291,19/01/2024 13:47:52,AVONDALE AUCKLAND,00:00:00,Glen Eden,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MVC)",Friday
65,F3898294,19/01/2024 13:52:55,TITIRANGI AUCKLAND,00:00:00,Titirangi,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)",Friday
66,F3898323,19/01/2024 14:28:03,HENDERSON VALLEY AUCKLAND,00:00:00,Henderson,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MVC)",Friday
67,F3898337,19/01/2024 14:46:34,HAMILTON CENTRAL HAMILTON CITY,00:19:55,Hamilton,7100: FALSE ALARM (STRU),Friday
68,F3898354,19/01/2024 14:56:03,MANGERE BRIDGE AUCKLAND,00:10:33,Mangere,7100: FALSE ALARM (SPRNKLR),Friday
69,F3898360,19/01/2024 14:59:19,WESTGATE AUCKLAND,00:00:00,West Harbour,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)",Friday
70,F3898372,19/01/2024 15:16:22,NGARUAWAHIA WAIKATO DISTRICT,00:30:20,Ngaruawahia,9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MVC),Friday
71,F3898376,19/01/2024 15:20:26,KAMO WHANGAREI DISTRICT,00:39:29,"Whangarei, Kamo",1500: MISCELLANEOUS FIRE (STRU),Friday
72,F3898377,19/01/2024 15:18:03,MANGERE AUCKLAND,00:00:00,Papatoetoe,1500: MISCELLANEOUS FIRE (VEG),Friday
73,F3898383,19/01/2024 15:33:17,MOUNT MAUNGANUI TAURANGA CITY,00:29:08,"Mount Maunganui, Tauranga",7100: FALSE ALARM (STRU),Friday
74,F3898386,19/01/2024 15:35:57,RAWENE FAR NORTH DISTRICT,00:00:00,Rawene,7100: FALSE ALARM (STRU),Friday
75,F3898389,19/01/2024 15:39:03,FRANKTON HAMILTON CITY,00:00:00,Hamilton,7100: FALSE ALARM (STRU),Friday
76,F3898391,19/01/2024 15:39:26,AVONDALE AUCKLAND,00:27:14,Avondale,1300: VEGETATION FIRE (VEG),Friday
77,F3898397,19/01/2024 15:48:26,OMOKOROA WESTERN BAY OF PLENTY DISTRICT,00:00:00,Omokoroa,1500: MISCELLANEOUS FIRE (MIN),Friday
78,F3898402,19/01/2024 15:52:24,AUCKLAND CENTRAL AUCKLAND,00:14:29,"Auckland City, Parnell",7100: FALSE ALARM (SPRNKLR),Friday
79,F3898408,19/01/2024 16:00:22,EDEN TERRACE AUCKLAND,00:12:32,"Grey Lynn, Balmoral",7100: FALSE ALARM (STRU),Friday
80,F3898409,19/01/2024 16:00:34,ROSEDALE AUCKLAND,00:19:47,"Albany, Takapuna",7100: FALSE ALARM (STRU),Friday
81,F3898421,19/01/2024 16:13:40,TE AROHA MATAMATA-PIAKO DISTRICT,01:59:57,Te Aroha,7100: FALSE ALARM (STRU),Friday
82,F3898428,19/01/2024 16:25:01,MANGAKAKAHI ROTORUA DISTRICT,00:00:00,Rotorua,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)",Friday
83,F3898431,19/01/2024 16:28:08,PARNELL AUCKLAND,00:14:06,"Auckland City, Parnell",7100: FALSE ALARM (STRU),Friday
84,F3898434,19/01/2024 16:32:10,GLEN EDEN AUCKLAND,00:19:36,Glen Eden,7100: FALSE ALARM (MIN),Friday
85,F3898437,19/01/2024 16:42:09,ROTOTUNA NORTH HAMILTON CITY,00:26:09,"Te Rapa, Chartwell",7100: FALSE ALARM (SPRNKLR),Friday
86,F3898438,19/01/2024 16:41:22,RUSSELL FAR NORTH DISTRICT,01:48:18,Russell,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)",Friday
87,F3898440,19/01/2024 16:43:16,KAIKOHE FAR NORTH DISTRICT,00:21:17,Kaikohe,7100: FALSE ALARM (STRU),Friday
88,F3898441,19/01/2024 16:46:47,HAMILTON EAST HAMILTON CITY,00:00:00,Hamilton,9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN),Friday
89,F3898442,19/01/2024 16:48:09,ROSEDALE AUCKLAND,00:14:11,"Albany, Takapuna",7100: FALSE ALARM (STRU),Friday
90,F3898443,19/01/2024 16:49:10,EAST TAMAKI AUCKLAND,00:21:13,"Otara, Howick",7100: FALSE ALARM (SPRNKLR),Friday
91,F3898462,19/01/2024 17:12:29,ELLERSLIE AUCKLAND,00:14:05,"Ellerslie, Remuera, Onehunga",7100: FALSE ALARM (STRU),Friday
92,F3898464,19/01/2024 17:19:50,NEW LYNN AUCKLAND,00:00:00,Avondale,9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN),Friday
93,F3898467,19/01/2024 17:22:44,WEST HARBOUR AUCKLAND,00:00:00,"West Harbour, Henderson",9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN),Friday
94,F3898488,19/01/2024 17:44:04,RANGIPO TAUPO DISTRICT,00:00:00,Turangi,9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MVC),Friday
95,F3898492,19/01/2024 17:56:25,TE PUKE WESTERN BAY OF PLENTY DISTRICT,00:00:00,Te Puke,7100: FALSE ALARM (MIN),Friday
96,F3898496,19/01/2024 18:03:00,EAST TAMAKI AUCKLAND,00:14:46,"Otara, Otahuhu",7100: FALSE ALARM (STRU),Friday
97,F3898504,19/01/2024 18:20:13,HAMILTON CENTRAL HAMILTON CITY,00:15:43,"Hamilton, Te Rapa",7100: FALSE ALARM (SPRNKLR),Friday
98,F3898508,19/01/2024 18:28:17,BURSWOOD AUCKLAND,00:16:12,"Otara, Howick",7100: FALSE ALARM (STRU),Friday
99,F3898510,19/01/2024 18:32:46,NEWMARKET AUCKLAND,00:16:43,"Parnell, Auckland City",7100: FALSE ALARM (SPRNKLR),Friday
100,F3898517,19/01/2024 18:39:56,MIDDLEMORE HOSPITAL AUCKLAND,00:00:00,"Otahuhu, Papatoetoe, Otara","3100: RESCUE,EMERGENCY,MEDICAL CALL (RESC)",Friday
101,F3898521,19/01/2024 18:51:52,DARGAVILLE KAIPARA DISTRICT,00:00:00,"Dargaville, Te Kopuru",1100: STRUCTURE FIRE (STRU),Friday
102,F3898527,19/01/2024 19:03:39,WARKWORTH AUCKLAND,00:00:00,Warkworth,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)",Friday
103,F3898528,19/01/2024 19:03:49,WELCOME BAY WESTERN BAY OF PLENTY DISTRICT,00:00:00,Greerton,9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (NAT2),Friday
104,F3898529,19/01/2024 19:06:21,AUCKLAND CENTRAL AUCKLAND,00:16:29,"Parnell, Auckland City, Grey Lynn",7100: FALSE ALARM (STRU),Friday
105,F3898530,19/01/2024 19:09:55,MATAMATA MATAMATA-PIAKO DISTRICT,00:00:00,Matamata,7100: FALSE ALARM (MIN),Friday
106,F3898531,19/01/2024 19:17:58,AUCKLAND AIRPORT AUCKLAND,00:27:14,"Papatoetoe, Mangere",7100: FALSE ALARM (STRU),Friday
107,F3898534,19/01/2024 19:38:37,GLENFIELD AUCKLAND,00:13:46,Takapuna,7100: FALSE ALARM (VEG),Friday
108,F3898543,19/01/2024 20:01:24,EUREKA WAIKATO DISTRICT,00:30:58,Morrinsville,9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MVCRESC),Friday
109,F3898546,19/01/2024 20:10:39,OMAHA AUCKLAND,01:13:48,Matakana,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)",Friday
110,F3898547,19/01/2024 20:11:18,TIRAU SOUTH WAIKATO DISTRICT,00:00:00,Tirau,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)",Friday
111,F3898548,19/01/2024 20:11:37,BEACH HAVEN AUCKLAND,00:00:00,Birkenhead,1500: MISCELLANEOUS FIRE (MIN),Friday
112,F3898556,19/01/2024 20:31:36,AUCKLAND CENTRAL AUCKLAND,00:12:37,"Auckland City, Parnell",7100: FALSE ALARM (SPRNKLR),Friday
113,F3898560,19/01/2024 20:36:49,NORTHCROSS AUCKLAND,00:15:14,East Coast Bays,7100: FALSE ALARM (MIN),Friday
114,F3898562,19/01/2024 20:39:22,BADER HAMILTON CITY,00:00:00,Hamilton,1100: STRUCTURE FIRE (STRU),Friday
115,F3898563,19/01/2024 20:39:48,ROSEDALE AUCKLAND,00:00:00,"Albany, Takapuna",7100: FALSE ALARM (STRU),Friday
116,F3898564,19/01/2024 20:46:18,RUAWAI KAIPARA DISTRICT,00:00:00,Ruawai,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)",Friday
117,F3898571,19/01/2024 21:09:00,AUCKLAND CENTRAL AUCKLAND,00:15:35,"Auckland City, Parnell",7100: FALSE ALARM (SPRNKLR),Friday
118,F3898584,19/01/2024 21:51:01,MOUNT WELLINGTON AUCKLAND,00:00:00,"Mount Wellington, Howick, Otahuhu","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)",Friday
119,F3898596,19/01/2024 22:12:59,RED BEACH AUCKLAND,00:16:15,Silverdale,7100: FALSE ALARM (STRU),Friday
120,F3898597,19/01/2024 22:17:56,WEYMOUTH AUCKLAND,00:00:00,Manurewa,1100: STRUCTURE FIRE (STRU),Friday
121,F3898598,19/01/2024 22:25:23,PUTARURU SOUTH WAIKATO DISTRICT,00:00:00,Putaruru,9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MVCRESC),Friday
122,F3898601,19/01/2024 22:29:59,CHARTWELL HAMILTON CITY,00:00:00,Chartwell,7100: FALSE ALARM (MIN),Friday
123,F3898609,19/01/2024 23:18:27,PAUANUI THAMES-COROMANDEL DISTRICT,00:00:00,Pauanui,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)",Friday
0,F3897326,18/01/2024 00:04:26,BEACH HAVEN AUCKLAND,00:21:35,"Birkenhead, Takapuna",7100: FALSE ALARM (STRU),Thursday
1,F3897327,18/01/2024 00:06:53,AUCKLAND CENTRAL AUCKLAND,00:11:57,"Auckland City, Parnell",7100: FALSE ALARM (SPRNKLR),Thursday
2,F3897331,18/01/2024 00:17:11,GLENHOLME ROTORUA DISTRICT,00:12:15,Rotorua,9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN),Thursday
3,F3897334,18/01/2024 01:01:55,OHINEMUTU ROTORUA DISTRICT,00:11:35,Rotorua,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)",Thursday
4,F3897337,18/01/2024 01:25:16,AUCKLAND CENTRAL AUCKLAND,00:37:13,"Auckland City, Parnell",7100: FALSE ALARM (SPRNKLR),Thursday
5,F3897339,18/01/2024 01:44:49,AUCKLAND CENTRAL AUCKLAND,00:18:22,"Auckland City, Grey Lynn, Balmoral",7100: FALSE ALARM (SPRNKLR),Thursday
6,F3897340,18/01/2024 01:47:13,OREWA AUCKLAND,00:13:02,Silverdale,7100: FALSE ALARM (STRU),Thursday
7,F3897342,18/01/2024 02:03:20,AUCKLAND CENTRAL AUCKLAND,00:00:00,Auckland City,7100: FALSE ALARM (SPRNKLR),Thursday
8,F3897347,18/01/2024 02:49:22,MOUNT WELLINGTON AUCKLAND,00:09:01,"Otahuhu, Ellerslie",7100: FALSE ALARM (STRU),Thursday
9,F3897348,18/01/2024 03:02:03,WATERVIEW AUCKLAND,00:00:00,"Avondale, Grey Lynn, Auckland City, Mount Roskill","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCHEVY)",Thursday
10,F3897352,18/01/2024 03:17:46,GOLFLANDS AUCKLAND,00:15:58,Howick,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)",Thursday
11,F3897353,18/01/2024 03:27:58,MATANGI WAIKATO DISTRICT,00:00:00,Hamilton,9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (SPRNKLR),Thursday
12,F3897359,18/01/2024 04:59:29,PAPAMOA BEACH TAURANGA CITY,00:19:42,"Papamoa, Mount Maunganui",7100: FALSE ALARM (STRU),Thursday
13,F3897360,18/01/2024 05:18:43,AUCKLAND CENTRAL AUCKLAND,00:12:40,"Parnell, Auckland City",7100: FALSE ALARM (SPRNKLR),Thursday
14,F3897363,18/01/2024 05:36:29,GLEN EDEN AUCKLAND,00:06:52,Glen Eden,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)",Thursday
15,F3897369,18/01/2024 06:21:24,TOKOROA SOUTH WAIKATO DISTRICT,00:00:00,Tokoroa,1100: STRUCTURE FIRE (STRU),Thursday
16,F3897379,18/01/2024 07:02:42,TE TII FAR NORTH DISTRICT,01:30:03,Kerikeri,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)",Thursday
17,F3897393,18/01/2024 07:39:24,BOMBAY AUCKLAND,00:00:00,"Pokeno, Tuakau, Pukekohe","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)",Thursday
18,F3897395,18/01/2024 07:44:48,FLAGSTAFF HAMILTON CITY,00:00:00,Te Rapa,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)",Thursday
19,F3897397,18/01/2024 07:45:29,TEMPLE VIEW HAMILTON CITY,00:00:00,Hamilton,7100: FALSE ALARM (STRU),Thursday
20,F3897401,18/01/2024 07:58:12,AUCKLAND CENTRAL AUCKLAND,00:15:00,"Auckland City, Parnell",7100: FALSE ALARM (SPRNKLR),Thursday
21,F3897414,18/01/2024 08:27:23,HILLCREST HAMILTON CITY,00:24:20,"Hamilton, Chartwell",7100: FALSE ALARM (STRU),Thursday
22,F3897448,18/01/2024 09:06:03,BAYVIEW AUCKLAND,00:15:12,"Takapuna, Albany",7100: FALSE ALARM (STRU),Thursday
23,F3897449,18/01/2024 09:06:32,TE ATATU PENINSULA AUCKLAND,00:16:32,"Te Atatu, West Harbour",7100: FALSE ALARM (STRU),Thursday
24,F3897459,18/01/2024 09:22:55,MANGERE AUCKLAND,00:00:00,Mangere,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCHEVY)",Thursday
25,F3897462,18/01/2024 09:27:18,FREEMANS BAY AUCKLAND,00:06:54,Auckland City,7100: FALSE ALARM (STRU),Thursday
26,F3897468,18/01/2024 09:31:33,HAMILTON CENTRAL HAMILTON CITY,00:00:00,Hamilton,9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN),Thursday
27,F3897470,18/01/2024 09:34:32,PAUANUI THAMES-COROMANDEL DISTRICT,00:00:00,Pauanui,9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN),Thursday
28,F3897482,18/01/2024 09:52:24,MANGERE AUCKLAND,00:21:02,"Papatoetoe, Mangere, Te Atatu",7100: FALSE ALARM (STRU),Thursday
29,F3897493,18/01/2024 10:00:01,OWHATA ROTORUA DISTRICT,00:00:00,Rotorua,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)",Thursday
30,F3897495,18/01/2024 10:01:56,KINGSEAT AUCKLAND,00:12:48,Patumahoe,7100: FALSE ALARM (STRU),Thursday
31,F3897510,18/01/2024 10:22:10,LEAMINGTON WAIPA DISTRICT,00:00:00,Cambridge,7100: FALSE ALARM (STRU),Thursday
32,F3897516,18/01/2024 10:24:47,AUCKLAND CENTRAL AUCKLAND,00:09:37,"Auckland City, Grey Lynn, Parnell",7100: FALSE ALARM (STRU),Thursday
33,F3897529,18/01/2024 10:46:56,WELCOME BAY TAURANGA CITY,00:00:00,Greerton,9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN),Thursday
34,F3897558,18/01/2024 11:23:09,WAIHI BEACH WESTERN BAY OF PLENTY DISTRICT,00:00:00,Mayor View,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)",Thursday
35,F3897566,18/01/2024 11:28:17,MORNINGSIDE WHANGAREI DISTRICT,00:46:45,Whangarei,9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN),Thursday
36,F3897572,18/01/2024 11:33:31,RUAKAKA WHANGAREI DISTRICT,00:00:00,Ruakaka,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)",Thursday
37,F3897585,18/01/2024 11:43:57,TOPUNI KAIPARA DISTRICT,00:00:00,"Kaiwaka, Wellsford","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)",Thursday
38,F3897589,18/01/2024 11:48:41,PUKEHANGI ROTORUA DISTRICT,00:00:00,Rotorua,1200: MOBILE PROPERTY FIRE (MIN),Thursday
39,F3897598,18/01/2024 12:04:50,MASSEY AUCKLAND,00:07:41,West Harbour,7100: FALSE ALARM (STRU),Thursday
40,F3897602,18/01/2024 12:14:13,WHANGAMATA THAMES-COROMANDEL DISTRICT,00:00:00,Whangamata,1500: MISCELLANEOUS FIRE (MIN),Thursday
41,F3897603,18/01/2024 12:16:12,EAST TAMAKI AUCKLAND,00:10:18,"Otara, Otahuhu",7100: FALSE ALARM (SPRNKLR),Thursday
42,F3897606,18/01/2024 12:17:49,NEW LYNN AUCKLAND,00:12:58,"Avondale, Glen Eden",7100: FALSE ALARM (STRU),Thursday
43,F3897610,18/01/2024 12:27:11,PAPAMOA BEACH TAURANGA CITY,00:39:17,Greerton,1500: MISCELLANEOUS FIRE (VEG),Thursday
44,F3897616,18/01/2024 12:30:30,PAPAKURA AUCKLAND,00:00:00,Papakura,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MVC)",Thursday
45,F3897620,18/01/2024 12:37:50,WHAREPUHUNGA OTOROHANGA DISTRICT,00:00:00,Te Awamutu,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)",Thursday
46,F3897622,18/01/2024 12:38:24,MOUNT ALBERT AUCKLAND,00:00:00,Balmoral,1500: MISCELLANEOUS FIRE (MIN),Thursday
47,F3897625,18/01/2024 12:43:52,WATTLE DOWNS AUCKLAND,00:00:00,Manurewa,1500: MISCELLANEOUS FIRE (MIN),Thursday
48,F3897627,18/01/2024 12:51:38,AUCKLAND CENTRAL AUCKLAND,00:16:25,"Auckland City, Grey Lynn, Ellerslie",7100: FALSE ALARM (SPRNKLR),Thursday
49,F3897637,18/01/2024 12:59:34,GLENBROOK AUCKLAND,00:00:00,"Glenbrook Steel Mill, Waiuku",7100: FALSE ALARM (STRU),Thursday
50,F3897641,18/01/2024 13:05:45,EAST TAMAKI AUCKLAND,00:00:00,"Otara, Papatoetoe, Howick",1100: STRUCTURE FIRE (STRU),Thursday
51,F3897657,18/01/2024 13:32:32,ROTORUA ROTORUA DISTRICT,00:00:00,Rotorua,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)",Thursday
52,F3897662,18/01/2024 13:36:01,OTARA AUCKLAND,00:17:39,Papatoetoe,7100: FALSE ALARM (STRU),Thursday
53,F3897665,18/01/2024 13:38:28,ROTORUA ROTORUA DISTRICT,00:11:55,Rotorua,7100: FALSE ALARM (STRU),Thursday
54,F3897666,18/01/2024 13:39:20,AUCKLAND AIRPORT AUCKLAND,01:37:33,"Mangere, Onehunga",1300: VEGETATION FIRE (VEG),Thursday
55,F3897667,18/01/2024 13:41:13,HALF MOON BAY AUCKLAND,00:00:00,"Mount Wellington, Ellerslie","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)",Thursday
56,F3897668,18/01/2024 13:43:07,TUAKAU WAIKATO DISTRICT,00:00:00,Tuakau,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)",Thursday
57,F3897669,18/01/2024 13:43:28,PERIA FAR NORTH DISTRICT,00:58:38,Mangonui,1500: MISCELLANEOUS FIRE (MIN),Thursday
58,F3897670,18/01/2024 13:47:22,PENROSE AUCKLAND,00:13:01,"Otahuhu, Remuera",7100: FALSE ALARM (STRU),Thursday
59,F3897687,18/01/2024 14:13:16,BEACH HAVEN AUCKLAND,00:00:00,Birkenhead,1200: MOBILE PROPERTY FIRE (MIN),Thursday
60,F3897689,18/01/2024 14:17:36,SCHNAPPER ROCK AUCKLAND,00:07:07,Albany,7100: FALSE ALARM (STRU),Thursday
61,F3897701,18/01/2024 14:27:52,BOTANY DOWNS AUCKLAND,00:12:59,"Howick, Otara",7100: FALSE ALARM (STRU),Thursday
62,F3897704,18/01/2024 14:35:47,TE AWAMUTU WAIPA DISTRICT,00:00:00,Te Awamutu,1500: MISCELLANEOUS FIRE (MIN),Thursday
63,F3897707,18/01/2024 14:39:21,MOUNT MAUNGANUI TAURANGA CITY,00:18:05,Mount Maunganui,7100: FALSE ALARM (STRU),Thursday
64,F3897709,18/01/2024 14:40:43,TE KUITI WAITOMO DISTRICT,00:00:00,Te Kuiti,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)",Thursday
65,F3897713,18/01/2024 14:45:28,HERNE BAY AUCKLAND,00:14:06,Grey Lynn,7100: FALSE ALARM (MIN),Thursday
66,F3897727,18/01/2024 15:00:07,MAKETU WESTERN BAY OF PLENTY DISTRICT,00:00:00,Maketu,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)",Thursday
67,F3897730,18/01/2024 15:03:50,OTAHUHU AUCKLAND,00:10:53,Otahuhu,1500: MISCELLANEOUS FIRE (MIN),Thursday
68,F3897736,18/01/2024 15:15:06,PAPATOETOE AUCKLAND,00:10:01,Papatoetoe,7100: FALSE ALARM (STRU),Thursday
69,F3897750,18/01/2024 15:34:00,PAKURANGA HEIGHTS AUCKLAND,00:00:00,"Howick, Mount Wellington",1300: VEGETATION FIRE (VEG),Thursday
70,F3897761,18/01/2024 15:44:43,REMUERA AUCKLAND,02:26:32,"Remuera, Ellerslie, Auckland City, Parnell",1100: STRUCTURE FIRE (STRU),Thursday
71,F3897772,18/01/2024 16:05:47,FORREST HILL AUCKLAND,00:06:27,Takapuna,7100: FALSE ALARM (SPRNKLR),Thursday
72,F3897774,18/01/2024 16:14:58,WAITAKARURU HAURAKI DISTRICT,00:00:00,Ngatea,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)",Thursday
73,F3897776,18/01/2024 16:16:27,REMUERA AUCKLAND,00:00:00,"Auckland City, Onehunga","3100: RESCUE,EMERGENCY,MEDICAL CALL (MIN)",Thursday
74,F3897777,18/01/2024 16:18:31,SILVERDALE AUCKLAND,00:17:22,Silverdale,7100: FALSE ALARM (STRU),Thursday
75,F3897778,18/01/2024 16:18:50,NGARUAWAHIA WAIKATO DISTRICT,00:00:00,Ngaruawahia,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)",Thursday
76,F3897781,18/01/2024 16:25:50,PAPAMOA BEACH TAURANGA CITY,00:20:38,"Papamoa, Mount Maunganui",7100: FALSE ALARM (STRU),Thursday
77,F3897786,18/01/2024 16:31:15,MILFORD AUCKLAND,00:00:00,"Takapuna, Albany","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZGAS)",Thursday
78,F3897789,18/01/2024 16:36:25,OREWA AUCKLAND,00:00:00,Silverdale,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)",Thursday
79,F3897792,18/01/2024 16:41:27,HILLCREST HAMILTON CITY,00:15:01,"Hamilton, Chartwell",7100: FALSE ALARM (STRU),Thursday
80,F3897803,18/01/2024 16:58:21,MATANGI WAIKATO DISTRICT,00:00:00,Hamilton,9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MVCRESC),Thursday
81,F3897808,18/01/2024 17:10:18,EPSOM AUCKLAND,00:19:20,"Balmoral, Onehunga",1100: STRUCTURE FIRE (STRU),Thursday
82,F3897813,18/01/2024 17:26:43,RAGLAN WAIKATO DISTRICT,00:00:00,Raglan,1500: MISCELLANEOUS FIRE (STRU),Thursday
83,F3897814,18/01/2024 17:29:12,SOUTH HEAD AUCKLAND,00:00:00,Shelly Beach,9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (NAT2),Thursday
84,F3897817,18/01/2024 17:39:41,ONEHUNGA AUCKLAND,00:10:33,Onehunga,1300: VEGETATION FIRE (VEG),Thursday
85,F3897819,18/01/2024 17:47:17,AUCKLAND AIRPORT AUCKLAND,01:17:18,"Mangere, Onehunga",1300: VEGETATION FIRE (VEG),Thursday
86,F3897820,18/01/2024 17:47:26,PONSONBY AUCKLAND,00:27:43,"Auckland City, Parnell, Grey Lynn",1100: STRUCTURE FIRE (STRU),Thursday
87,F3897824,18/01/2024 17:56:33,WHITIORA HAMILTON CITY,00:14:22,"Hamilton, Te Rapa",7100: FALSE ALARM (STRU),Thursday
88,F3897826,18/01/2024 17:57:28,TE HOE WAIKATO DISTRICT,00:30:45,Whitikahu,9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MVC),Thursday
89,F3897832,18/01/2024 18:08:17,TOKOROA SOUTH WAIKATO DISTRICT,00:00:00,Tokoroa,1500: MISCELLANEOUS FIRE (MIN),Thursday
